Created with UCDetector 2.0.0	2022-10-14 15:29:18	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
simulator.CirSim.getHint(CirSim.java:1067)	Change visibility of Method "CirSim.getHint()" to private	CirSim.getHint()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitSetUp(CirSim.java:1164)	Method "CirSim.circuitSetUp()" has 0 references	CirSim.circuitSetUp()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.calcCircuitBottom(CirSim.java:1756)	Change visibility of Method "CirSim.calcCircuitBottom()" to private	CirSim.calcCircuitBottom()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dbimage(CirSim.java:87)	Change visibility of Field "CirSim.dbimage" to private	CirSim.dbimage	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.random(CirSim.java:89)	Change visibility of Field "CirSim.random" to private	CirSim.random	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.titleLabel(CirSim.java:96)	Change visibility of Field "CirSim.titleLabel" to private	CirSim.titleLabel	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.resetButton(CirSim.java:97)	Change visibility of Field "CirSim.resetButton" to private	CirSim.resetButton	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dumpMatrixButton(CirSim.java:98)	Change visibility of Field "CirSim.dumpMatrixButton" to private	CirSim.dumpMatrixButton	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.exportItem(CirSim.java:99)	Change visibility of Field "CirSim.exportItem" to private	CirSim.exportItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.exportLinkItem(CirSim.java:99)	Change visibility of Field "CirSim.exportLinkItem" to private	CirSim.exportLinkItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.importItem(CirSim.java:99)	Change visibility of Field "CirSim.importItem" to private	CirSim.importItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.exitItem(CirSim.java:99)	Change visibility of Field "CirSim.exitItem" to private	CirSim.exitItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.undoItem(CirSim.java:99)	Change visibility of Field "CirSim.undoItem" to private	CirSim.undoItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.redoItem(CirSim.java:99)	Change visibility of Field "CirSim.redoItem" to private	CirSim.redoItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.cutItem(CirSim.java:99)	Change visibility of Field "CirSim.cutItem" to private	CirSim.cutItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.copyItem(CirSim.java:99)	Change visibility of Field "CirSim.copyItem" to private	CirSim.copyItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.pasteItem(CirSim.java:99)	Change visibility of Field "CirSim.pasteItem" to private	CirSim.pasteItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.selectAllItem(CirSim.java:100)	Change visibility of Field "CirSim.selectAllItem" to private	CirSim.selectAllItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.optionsItem(CirSim.java:100)	Change visibility of Field "CirSim.optionsItem" to private	CirSim.optionsItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.optionsMenu(CirSim.java:101)	Change visibility of Field "CirSim.optionsMenu" to private	CirSim.optionsMenu	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.conductanceCheckItem(CirSim.java:108)	Field "CirSim.conductanceCheckItem" has 0 references	CirSim.conductanceCheckItem	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.conventionCheckItem(CirSim.java:111)	Change visibility of Field "CirSim.conventionCheckItem" to private	CirSim.conventionCheckItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.idealWireCheckItem(CirSim.java:112)	Change visibility of Field "CirSim.idealWireCheckItem" to private	CirSim.idealWireCheckItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.speedBar(CirSim.java:113)	Change visibility of Field "CirSim.speedBar" to private	CirSim.speedBar	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.currentBar(CirSim.java:114)	Change visibility of Field "CirSim.currentBar" to private	CirSim.currentBar	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.powerLabel(CirSim.java:115)	Change visibility of Field "CirSim.powerLabel" to private	CirSim.powerLabel	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.powerBar(CirSim.java:116)	Change visibility of Field "CirSim.powerBar" to private	CirSim.powerBar	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.elmMenu(CirSim.java:117)	Change visibility of Field "CirSim.elmMenu" to private	CirSim.elmMenu	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.elmEditMenuItem(CirSim.java:118)	Change visibility of Field "CirSim.elmEditMenuItem" to private	CirSim.elmEditMenuItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.elmCutMenuItem(CirSim.java:119)	Change visibility of Field "CirSim.elmCutMenuItem" to private	CirSim.elmCutMenuItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.elmCopyMenuItem(CirSim.java:120)	Change visibility of Field "CirSim.elmCopyMenuItem" to private	CirSim.elmCopyMenuItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.elmDeleteMenuItem(CirSim.java:121)	Change visibility of Field "CirSim.elmDeleteMenuItem" to private	CirSim.elmDeleteMenuItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.elmScopeMenuItem(CirSim.java:122)	Change visibility of Field "CirSim.elmScopeMenuItem" to private	CirSim.elmScopeMenuItem	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.mainMenu(CirSim.java:125)	Change visibility of Field "CirSim.mainMenu" to private	CirSim.mainMenu	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.addingClass(CirSim.java:143)	Change visibility of Field "CirSim.addingClass" to private	CirSim.addingClass	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.tempMouseMode(CirSim.java:145)	Change visibility of Field "CirSim.tempMouseMode" to private	CirSim.tempMouseMode	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.mouseModeStr(CirSim.java:146)	Change visibility of Field "CirSim.mouseModeStr" to private	CirSim.mouseModeStr	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.pi(CirSim.java:147)	Change visibility of Constant "CirSim.pi" to private	CirSim.pi	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.MODE_ADD_ELM(CirSim.java:148)	Change visibility of Constant "CirSim.MODE_ADD_ELM" to private	CirSim.MODE_ADD_ELM	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.MODE_DRAG_ALL(CirSim.java:149)	Change visibility of Constant "CirSim.MODE_DRAG_ALL" to private	CirSim.MODE_DRAG_ALL	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.MODE_DRAG_SELECTED(CirSim.java:152)	Change visibility of Constant "CirSim.MODE_DRAG_SELECTED" to private	CirSim.MODE_DRAG_SELECTED	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.MODE_DRAG_POST(CirSim.java:153)	Change visibility of Constant "CirSim.MODE_DRAG_POST" to private	CirSim.MODE_DRAG_POST	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.MODE_SELECT(CirSim.java:154)	Change visibility of Constant "CirSim.MODE_SELECT" to private	CirSim.MODE_SELECT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.infoWidth(CirSim.java:155)	Change visibility of Constant "CirSim.infoWidth" to private	CirSim.infoWidth	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragX(CirSim.java:156)	Change visibility of Field "CirSim.dragX" to private	CirSim.dragX	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragY(CirSim.java:156)	Change visibility of Field "CirSim.dragY" to private	CirSim.dragY	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.initDragX(CirSim.java:156)	Change visibility of Field "CirSim.initDragX" to private	CirSim.initDragX	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.initDragY(CirSim.java:156)	Change visibility of Field "CirSim.initDragY" to private	CirSim.initDragY	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.selectedSource(CirSim.java:157)	Field "CirSim.selectedSource" has 0 references	CirSim.selectedSource	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.selectedArea(CirSim.java:158)	Change visibility of Field "CirSim.selectedArea" to private	CirSim.selectedArea	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.gridMask(CirSim.java:161)	Change visibility of Field "CirSim.gridMask" to private	CirSim.gridMask	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.gridRound(CirSim.java:163)	Change visibility of Field "CirSim.gridRound" to private	CirSim.gridRound	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragging(CirSim.java:164)	Change visibility of Field "CirSim.dragging" to private	CirSim.dragging	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragging(CirSim.java:164)	Field "CirSim.dragging" is never read	CirSim.dragging	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.dumpMatrix(CirSim.java:166)	Change visibility of Field "CirSim.dumpMatrix" to private	CirSim.dumpMatrix	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.isMac(CirSim.java:168)	Change visibility of Field "CirSim.isMac" to private	CirSim.isMac	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.ctrlMetaKey(CirSim.java:169)	Change visibility of Field "CirSim.ctrlMetaKey" to private	CirSim.ctrlMetaKey	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.pause(CirSim.java:171)	Change visibility of Field "CirSim.pause" to private	CirSim.pause	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.menuScope(CirSim.java:173)	Change visibility of Field "CirSim.menuScope" to private	CirSim.menuScope	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.hintType(CirSim.java:174)	Change visibility of Field "CirSim.hintType" to private	CirSim.hintType	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.hintItem1(CirSim.java:174)	Change visibility of Field "CirSim.hintItem1" to private	CirSim.hintItem1	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.hintItem2(CirSim.java:174)	Change visibility of Field "CirSim.hintItem2" to private	CirSim.hintItem2	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.stopMessage(CirSim.java:175)	Change visibility of Field "CirSim.stopMessage" to private	CirSim.stopMessage	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.HINT_LC(CirSim.java:177)	Change visibility of Constant "CirSim.HINT_LC" to private	CirSim.HINT_LC	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.HINT_RC(CirSim.java:178)	Change visibility of Constant "CirSim.HINT_RC" to private	CirSim.HINT_RC	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.HINT_3DB_C(CirSim.java:179)	Change visibility of Constant "CirSim.HINT_3DB_C" to private	CirSim.HINT_3DB_C	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.HINT_TWINT(CirSim.java:180)	Change visibility of Constant "CirSim.HINT_TWINT" to private	CirSim.HINT_TWINT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.HINT_3DB_L(CirSim.java:181)	Change visibility of Constant "CirSim.HINT_3DB_L" to private	CirSim.HINT_3DB_L	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.menuElm(CirSim.java:189)	Change visibility of Field "CirSim.menuElm" to private	CirSim.menuElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.stopElm(CirSim.java:193)	Change visibility of Field "CirSim.stopElm" to private	CirSim.stopElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.didSwitch(CirSim.java:194)	Change visibility of Field "CirSim.didSwitch" to private	CirSim.didSwitch	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.mousePost(CirSim.java:195)	Change visibility of Field "CirSim.mousePost" to private	CirSim.mousePost	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.draggingPost(CirSim.java:199)	Change visibility of Field "CirSim.draggingPost" to private	CirSim.draggingPost	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.heldSwitchElm(CirSim.java:200)	Change visibility of Field "CirSim.heldSwitchElm" to private	CirSim.heldSwitchElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitMatrix(CirSim.java:201)	Change visibility of Field "CirSim.circuitMatrix" to private	CirSim.circuitMatrix	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitRightSide(CirSim.java:201)	Change visibility of Field "CirSim.circuitRightSide" to private	CirSim.circuitRightSide	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.origRightSide(CirSim.java:201)	Change visibility of Field "CirSim.origRightSide" to private	CirSim.origRightSide	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.origMatrix(CirSim.java:201)	Change visibility of Field "CirSim.origMatrix" to private	CirSim.origMatrix	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitRowInfo(CirSim.java:202)	Change visibility of Field "CirSim.circuitRowInfo" to private	CirSim.circuitRowInfo	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitPermute(CirSim.java:203)	Change visibility of Field "CirSim.circuitPermute" to private	CirSim.circuitPermute	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitNonLinear(CirSim.java:204)	Change visibility of Field "CirSim.circuitNonLinear" to private	CirSim.circuitNonLinear	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.voltageSourceCount(CirSim.java:205)	Change visibility of Field "CirSim.voltageSourceCount" to private	CirSim.voltageSourceCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.voltageSourceCount(CirSim.java:205)	Field "CirSim.voltageSourceCount" is never read	CirSim.voltageSourceCount	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.circuitMatrixSize(CirSim.java:206)	Change visibility of Field "CirSim.circuitMatrixSize" to private	CirSim.circuitMatrixSize	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitMatrixFullSize(CirSim.java:206)	Change visibility of Field "CirSim.circuitMatrixFullSize" to private	CirSim.circuitMatrixFullSize	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitNeedsMap(CirSim.java:207)	Change visibility of Field "CirSim.circuitNeedsMap" to private	CirSim.circuitNeedsMap	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.scopeCount(CirSim.java:209)	Change visibility of Field "CirSim.scopeCount" to private	CirSim.scopeCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.scopes(CirSim.java:210)	Change visibility of Field "CirSim.scopes" to private	CirSim.scopes	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.scopeColCount(CirSim.java:211)	Change visibility of Field "CirSim.scopeColCount" to private	CirSim.scopeColCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.expDialog(CirSim.java:215)	Change visibility of Field "CirSim.expDialog" to private	CirSim.expDialog	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dumpTypes(CirSim.java:216)	Change visibility of Field "CirSim.dumpTypes" to private	CirSim.dumpTypes	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.shortcuts(CirSim.java:216)	Change visibility of Field "CirSim.shortcuts" to private	CirSim.shortcuts	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.clipboard(CirSim.java:219)	Change visibility of Field "CirSim.clipboard" to private	CirSim.clipboard	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitArea(CirSim.java:220)	Change visibility of Field "CirSim.circuitArea" to private	CirSim.circuitArea	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitBottom(CirSim.java:221)	Change visibility of Field "CirSim.circuitBottom" to private	CirSim.circuitBottom	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.undoStack(CirSim.java:222)	Change visibility of Field "CirSim.undoStack" to private	CirSim.undoStack	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.redoStack(CirSim.java:222)	Change visibility of Field "CirSim.redoStack" to private	CirSim.redoStack	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.ventilatorIndex(CirSim.java:225)	Field "CirSim.ventilatorIndex" is never read	CirSim.ventilatorIndex	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.startCircuit(CirSim.java:243)	Change visibility of Field "CirSim.startCircuit" to private	CirSim.startCircuit	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.startLabel(CirSim.java:244)	Change visibility of Field "CirSim.startLabel" to private	CirSim.startLabel	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.startCircuitText(CirSim.java:245)	Change visibility of Field "CirSim.startCircuitText" to private	CirSim.startCircuitText	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.baseURL(CirSim.java:246)	Change visibility of Field "CirSim.baseURL" to private	CirSim.baseURL	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.shown(CirSim.java:617)	Change visibility of Field "CirSim.shown" to private	CirSim.shown	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.resct(CirSim.java:804)	Constant "CirSim.resct" has 0 references	CirSim.resct	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.lastTime(CirSim.java:805)	Change visibility of Field "CirSim.lastTime" to private	CirSim.lastTime	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.lastFrameTime(CirSim.java:805)	Change visibility of Field "CirSim.lastFrameTime" to private	CirSim.lastFrameTime	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.lastIterTime(CirSim.java:805)	Change visibility of Field "CirSim.lastIterTime" to private	CirSim.lastIterTime	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.secTime(CirSim.java:805)	Change visibility of Field "CirSim.secTime" to private	CirSim.secTime	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.frames(CirSim.java:806)	Change visibility of Field "CirSim.frames" to private	CirSim.frames	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.steps(CirSim.java:807)	Change visibility of Field "CirSim.steps" to private	CirSim.steps	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.framerate(CirSim.java:808)	Change visibility of Field "CirSim.framerate" to private	CirSim.framerate	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.framerate(CirSim.java:808)	Field "CirSim.framerate" is never read	CirSim.framerate	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.steprate(CirSim.java:808)	Change visibility of Field "CirSim.steprate" to private	CirSim.steprate	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.steprate(CirSim.java:808)	Field "CirSim.steprate" is never read	CirSim.steprate	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.voltageSources(CirSim.java:1147)	Change visibility of Field "CirSim.voltageSources" to private	CirSim.voltageSources	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.<init>(CirSim.java:1767)	Change visibility of ClassMember "CirSim.FindPathInfo" to private - May cause compile errors!	CirSim.FindPathInfo	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.FindPathInfo(CirSim.java:1777)	Change visibility of Constructor "CirSim.FindPathInfo.FindPathInfo(int,CircuitElm,int)" to private	CirSim.FindPathInfo.FindPathInfo(int,CircuitElm,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.findPath(CirSim.java:1784)	Change visibility of Method "CirSim.FindPathInfo.findPath(int)" to private	CirSim.FindPathInfo.findPath(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.findPath(CirSim.java:1788)	Change visibility of Method "CirSim.FindPathInfo.findPath(int,int)" to private	CirSim.FindPathInfo.findPath(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.getIterCount(CirSim.java:2029)	Change visibility of Method "CirSim.getIterCount()" to private	CirSim.getIterCount()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.runCircuit(CirSim.java:2039)	Change visibility of Method "CirSim.runCircuit()" to private	CirSim.runCircuit()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.min(CirSim.java:2191)	Change visibility of Method "CirSim.min(int,int)" to private	CirSim.min(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.max(CirSim.java:2195)	Change visibility of Method "CirSim.max(int,int)" to private	CirSim.max(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.editFuncPoint(CirSim.java:2199)	Method "CirSim.editFuncPoint(int,int)" has 0 references	CirSim.editFuncPoint(int,int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.stackScope(CirSim.java:2327)	Change visibility of Method "CirSim.stackScope(int)" to private	CirSim.stackScope(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.unstackScope(CirSim.java:2340)	Change visibility of Method "CirSim.unstackScope(int)" to private	CirSim.unstackScope(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.stackAll(CirSim.java:2352)	Change visibility of Method "CirSim.stackAll()" to private	CirSim.stackAll()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.unstackAll(CirSim.java:2360)	Change visibility of Method "CirSim.unstackAll()" to private	CirSim.unstackAll()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doEdit(CirSim.java:2368)	Change visibility of Method "CirSim.doEdit(Editable)" to private	CirSim.doEdit(Editable)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doImport(CirSim.java:2380)	Change visibility of Method "CirSim.doImport()" to private	CirSim.doImport()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doExport(CirSim.java:2389)	Change visibility of Method "CirSim.doExport(boolean)" to private	CirSim.doExport(boolean)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dumpCircuit(CirSim.java:2402)	Change visibility of Method "CirSim.dumpCircuit()" to private	CirSim.dumpCircuit()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.readUrlData(CirSim.java:2429)	Change visibility of Method "CirSim.readUrlData(URL)" to private	CirSim.readUrlData(URL)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.getCodeBase(CirSim.java:2444)	Change visibility of Method "CirSim.getCodeBase()" to private	CirSim.getCodeBase()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.getSetupList(CirSim.java:2456)	Change visibility of Method "CirSim.getSetupList(Menu,boolean)" to private	CirSim.getSetupList(Menu,boolean)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.readSetup(CirSim.java:2524)	Change visibility of Method "CirSim.readSetup(String,boolean)" to private	CirSim.readSetup(String,boolean)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.readSetupFile(CirSim.java:2529)	Change visibility of Method "CirSim.readSetupFile(String,String)" to private	CirSim.readSetupFile(String,String)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.readSetup(CirSim.java:2549)	Change visibility of Method "CirSim.readSetup(byte[],int,boolean)" to private	CirSim.readSetup(byte[],int,boolean)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.readHint(CirSim.java:2659)	Change visibility of Method "CirSim.readHint(StringTokenizer)" to private	CirSim.readHint(StringTokenizer)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.readOptions(CirSim.java:2665)	Change visibility of Method "CirSim.readOptions(StringTokenizer)" to private	CirSim.readOptions(StringTokenizer)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doSwitch(CirSim.java:2690)	Change visibility of Method "CirSim.doSwitch(int,int)" to private	CirSim.doSwitch(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragAll(CirSim.java:2762)	Change visibility of Method "CirSim.dragAll(int,int)" to private	CirSim.dragAll(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragRow(CirSim.java:2775)	Change visibility of Method "CirSim.dragRow(int,int)" to private	CirSim.dragRow(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragColumn(CirSim.java:2790)	Change visibility of Method "CirSim.dragColumn(int,int)" to private	CirSim.dragColumn(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
