Created with UCDetector 2.0.0	2022-10-14 15:29:18	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
simulator.CirSim.dragSelected(CirSim.java:2805)	Change visibility of Method "CirSim.dragSelected(int,int)" to private	CirSim.dragSelected(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragPost(CirSim.java:2855)	Change visibility of Method "CirSim.dragPost(int,int)" to private	CirSim.dragPost(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.selectArea(CirSim.java:2868)	Change visibility of Method "CirSim.selectArea(int,int)" to private	CirSim.selectArea(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setSelectedElm(CirSim.java:2881)	Method "CirSim.setSelectedElm(CircuitElm)" has 0 references	CirSim.setSelectedElm(CircuitElm)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.removeZeroLengthElements(CirSim.java:2890)	Change visibility of Method "CirSim.removeZeroLengthElements()" to private	CirSim.removeZeroLengthElements()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.distanceSq(CirSim.java:2984)	Change visibility of Method "CirSim.distanceSq(int,int,int,int)" to private	CirSim.distanceSq(int,int,int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.constructElement(CirSim.java:3066)	Change visibility of Method "CirSim.constructElement(Class,int,int)" to private	CirSim.constructElement(Class,int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doEditMenu(CirSim.java:3095)	Change visibility of Method "CirSim.doEditMenu(MouseEvent)" to private	CirSim.doEditMenu(MouseEvent)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doPopupMenu(CirSim.java:3100)	Change visibility of Method "CirSim.doPopupMenu(MouseEvent)" to private	CirSim.doPopupMenu(MouseEvent)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doMainMenuChecks(CirSim.java:3118)	Change visibility of Method "CirSim.doMainMenuChecks(Menu)" to private	CirSim.doMainMenuChecks(Menu)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.enableItems(CirSim.java:3168)	Change visibility of Method "CirSim.enableItems()" to private	CirSim.enableItems()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setGrid(CirSim.java:3231)	Change visibility of Method "CirSim.setGrid()" to private	CirSim.setGrid()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.pushUndo(CirSim.java:3237)	Change visibility of Method "CirSim.pushUndo()" to private	CirSim.pushUndo()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doUndo(CirSim.java:3246)	Change visibility of Method "CirSim.doUndo()" to private	CirSim.doUndo()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doRedo(CirSim.java:3255)	Change visibility of Method "CirSim.doRedo()" to private	CirSim.doRedo()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.enableUndoRedo(CirSim.java:3264)	Change visibility of Method "CirSim.enableUndoRedo()" to private	CirSim.enableUndoRedo()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setMouseMode(CirSim.java:3269)	Change visibility of Method "CirSim.setMouseMode(int)" to private	CirSim.setMouseMode(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setMenuSelection(CirSim.java:3277)	Change visibility of Method "CirSim.setMenuSelection()" to private	CirSim.setMenuSelection()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doCut(CirSim.java:3286)	Change visibility of Method "CirSim.doCut()" to private	CirSim.doCut()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doDelete(CirSim.java:3303)	Change visibility of Method "CirSim.doDelete()" to private	CirSim.doDelete()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doCopy(CirSim.java:3335)	Change visibility of Method "CirSim.doCopy()" to private	CirSim.doCopy()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.enablePaste(CirSim.java:3347)	Change visibility of Method "CirSim.enablePaste()" to private	CirSim.enablePaste()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doPaste(CirSim.java:3351)	Change visibility of Method "CirSim.doPaste()" to private	CirSim.doPaste()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.clearSelection(CirSim.java:3397)	Change visibility of Method "CirSim.clearSelection()" to private	CirSim.clearSelection()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doSelectAll(CirSim.java:3405)	Change visibility of Method "CirSim.doSelectAll()" to private	CirSim.doSelectAll()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.lu_factor(CirSim.java:3450)	Change visibility of Method "CirSim.lu_factor(double[][],int,int[])" to private	CirSim.lu_factor(double[][],int,int[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.lu_solve(CirSim.java:3536)	Change visibility of Method "CirSim.lu_solve(double[][],int,int[],double[])" to private	CirSim.lu_solve(double[][],int,int[],double[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setMain(CirSim.java:3585)	Change visibility of Method "CirSim.setMain(Container)" to private	CirSim.setMain(Container)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setPrintableCheckItem(CirSim.java:3602)	Change visibility of Method "CirSim.setPrintableCheckItem(CheckboxMenuItem)" to private	CirSim.setPrintableCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeIbMenuItem(CirSim.java:3635)	Change visibility of Method "CirSim.setScopeIbMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeIbMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeIcMenuItem(CirSim.java:3644)	Change visibility of Method "CirSim.setScopeIcMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeIcMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeIeMenuItem(CirSim.java:3653)	Change visibility of Method "CirSim.setScopeIeMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeIeMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeVbeMenuItem(CirSim.java:3662)	Change visibility of Method "CirSim.setScopeVbeMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeVbeMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeVbcMenuItem(CirSim.java:3490)	Change visibility of Method "CirSim.setScopeVbcMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeVbcMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeVceMenuItem(CirSim.java:3503)	Change visibility of Method "CirSim.setScopeVceMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeVceMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeVceIcMenuItem(CirSim.java:3514)	Change visibility of Method "CirSim.setScopeVceIcMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeVceIcMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeResistMenuItem(CirSim.java:3553)	Change visibility of Method "CirSim.setScopeResistMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeResistMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeXYMenuItem(CirSim.java:3565)	Change visibility of Method "CirSim.setScopeXYMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeXYMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeVMenuItem(CirSim.java:3585)	Change visibility of Method "CirSim.setScopeVMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeVMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeIMenuItem(CirSim.java:3598)	Change visibility of Method "CirSim.setScopeIMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeIMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeMaxMenuItem(CirSim.java:3606)	Change visibility of Method "CirSim.setScopeMaxMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeMaxMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeMinMenuItem(CirSim.java:3619)	Change visibility of Method "CirSim.setScopeMinMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeMinMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeFreqMenuItem(CirSim.java:3635)	Change visibility of Method "CirSim.setScopeFreqMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeFreqMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopePowerMenuItem(CirSim.java:3644)	Change visibility of Method "CirSim.setScopePowerMenuItem(CheckboxMenuItem)" to private	CirSim.setScopePowerMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeVIMenuItem(CirSim.java:3653)	Change visibility of Method "CirSim.setScopeVIMenuItem(CheckboxMenuItem)" to private	CirSim.setScopeVIMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setScopeSelectYMenuItem(CirSim.java:3662)	Change visibility of Method "CirSim.setScopeSelectYMenuItem(MenuItem)" to private	CirSim.setScopeSelectYMenuItem(MenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setDotsCheckItem(CirSim.java:3689)	Change visibility of Method "CirSim.setDotsCheckItem(CheckboxMenuItem)" to private	CirSim.setDotsCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setMuString(CirSim.java:3706)	Change visibility of Method "CirSim.setMuString(String)" to private	CirSim.setMuString(String)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setVoltsCheckItem(CirSim.java:3715)	Change visibility of Method "CirSim.setVoltsCheckItem(CheckboxMenuItem)" to private	CirSim.setVoltsCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setPowerCheckItem(CirSim.java:3724)	Change visibility of Method "CirSim.setPowerCheckItem(CheckboxMenuItem)" to private	CirSim.setPowerCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setShowValuesCheckItem(CirSim.java:3733)	Change visibility of Method "CirSim.setShowValuesCheckItem(CheckboxMenuItem)" to private	CirSim.setShowValuesCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.getImpDialog(CirSim.java:3759)	Change visibility of Method "CirSim.getImpDialog()" to private	CirSim.getImpDialog()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setSmallGridCheckItem(CirSim.java:3773)	Change visibility of Method "CirSim.setSmallGridCheckItem(CheckboxMenuItem)" to private	CirSim.setSmallGridCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setOhmString(CirSim.java:3792)	Change visibility of Method "CirSim.setOhmString(String)" to private	CirSim.setOhmString(String)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setEuroResistorCheckItem(CirSim.java:3805)	Change visibility of Method "CirSim.setEuroResistorCheckItem(CheckboxMenuItem)" to private	CirSim.setEuroResistorCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.INDUCT(CirSim.java:1653)	Change visibility of Constant "CirSim.FindPathInfo.INDUCT" to private	CirSim.FindPathInfo.INDUCT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.VOLTAGE(CirSim.java:1653)	Change visibility of Constant "CirSim.FindPathInfo.VOLTAGE" to private	CirSim.FindPathInfo.VOLTAGE	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.SHORT(CirSim.java:1655)	Change visibility of Constant "CirSim.FindPathInfo.SHORT" to private	CirSim.FindPathInfo.SHORT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.CAP_V(CirSim.java:1655)	Change visibility of Constant "CirSim.FindPathInfo.CAP_V" to private	CirSim.FindPathInfo.CAP_V	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.used(CirSim.java:1655)	Change visibility of Field "CirSim.FindPathInfo.used" to private	CirSim.FindPathInfo.used	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dest(CirSim.java:1656)	Change visibility of Field "CirSim.FindPathInfo.dest" to private	CirSim.FindPathInfo.dest	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.firstElm(CirSim.java:1656)	Change visibility of Field "CirSim.FindPathInfo.firstElm" to private	CirSim.FindPathInfo.firstElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.type(CirSim.java:1657)	Change visibility of Field "CirSim.FindPathInfo.type" to private	CirSim.FindPathInfo.type	org.ucdetector.analyzeMarkerVisibilityPrivate	
