Created with UCDetector 2.0.0	2022-10-14 17:06:56	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
simulator.CirSim.setScopeVbeMenuItem(CirSim.java:1872)	Method "CirSim.setScopeVbeMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeVbeMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeVbcMenuItem(CirSim.java:1881)	Method "CirSim.setScopeVbcMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeVbcMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeVceMenuItem(CirSim.java:1890)	Method "CirSim.setScopeVceMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeVceMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeVceIcMenuItem(CirSim.java:1899)	Method "CirSim.setScopeVceIcMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeVceIcMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeResistMenuItem(CirSim.java:1934)	Method "CirSim.setScopeResistMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeResistMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeXYMenuItem(CirSim.java:1943)	Method "CirSim.setScopeXYMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeXYMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeVMenuItem(CirSim.java:1960)	Method "CirSim.setScopeVMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeVMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeIMenuItem(CirSim.java:1969)	Method "CirSim.setScopeIMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeIMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeMaxMenuItem(CirSim.java:1978)	Method "CirSim.setScopeMaxMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeMaxMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeMinMenuItem(CirSim.java:1987)	Method "CirSim.setScopeMinMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeMinMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeFreqMenuItem(CirSim.java:1996)	Method "CirSim.setScopeFreqMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeFreqMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopePowerMenuItem(CirSim.java:2005)	Method "CirSim.setScopePowerMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopePowerMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeVIMenuItem(CirSim.java:2014)	Method "CirSim.setScopeVIMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeVIMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeSelectYMenuItem(CirSim.java:2023)	Method "CirSim.setScopeSelectYMenuItem(MenuItem)" has 0 references	CirSim.setScopeSelectYMenuItem(MenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setDotsCheckItem(CirSim.java:2056)	Method "CirSim.setDotsCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setDotsCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setMuString(CirSim.java:2077)	Method "CirSim.setMuString(String)" has 0 references	CirSim.setMuString(String)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setVoltsCheckItem(CirSim.java:2085)	Method "CirSim.setVoltsCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setVoltsCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setPowerCheckItem(CirSim.java:2094)	Method "CirSim.setPowerCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setPowerCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setShowValuesCheckItem(CirSim.java:2103)	Method "CirSim.setShowValuesCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setShowValuesCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.getImpDialog(CirSim.java:2108)	Method "CirSim.getImpDialog()" has 0 references	CirSim.getImpDialog()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setImpDialog(CirSim.java:2112)	Method "CirSim.setImpDialog(ImportExportDialog)" has 0 references	CirSim.setImpDialog(ImportExportDialog)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setSmallGridCheckItem(CirSim.java:2128)	Method "CirSim.setSmallGridCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setSmallGridCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setOhmString(CirSim.java:2153)	Method "CirSim.setOhmString(String)" has 0 references	CirSim.setOhmString(String)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setEuroResistorCheckItem(CirSim.java:2169)	Method "CirSim.setEuroResistorCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setEuroResistorCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.INDUCT(CirSim.java:865)	Change visibility of Constant "CirSim.FindPathInfo.INDUCT" to private	CirSim.FindPathInfo.INDUCT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.VOLTAGE(CirSim.java:866)	Change visibility of Constant "CirSim.FindPathInfo.VOLTAGE" to private	CirSim.FindPathInfo.VOLTAGE	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.SHORT(CirSim.java:867)	Change visibility of Constant "CirSim.FindPathInfo.SHORT" to private	CirSim.FindPathInfo.SHORT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.CAP_V(CirSim.java:868)	Change visibility of Constant "CirSim.FindPathInfo.CAP_V" to private	CirSim.FindPathInfo.CAP_V	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.used(CirSim.java:869)	Change visibility of Field "CirSim.FindPathInfo.used" to private	CirSim.FindPathInfo.used	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dest(CirSim.java:870)	Change visibility of Field "CirSim.FindPathInfo.dest" to private	CirSim.FindPathInfo.dest	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.firstElm(CirSim.java:871)	Change visibility of Field "CirSim.FindPathInfo.firstElm" to private	CirSim.FindPathInfo.firstElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.type(CirSim.java:872)	Change visibility of Field "CirSim.FindPathInfo.type" to private	CirSim.FindPathInfo.type	org.ucdetector.analyzeMarkerVisibilityPrivate	
